BCG
BCG vaccine
Serum glucose
GLU
Blood sugar
Glucose
Glycemia
Blood glucose
Herpes simplex virus, qualitative
HSV QUAL
HSV test
Absolute lymphocyte count
ALC
Total lymphocyte count
Ly
Total cholesterol
CHOL
Cholesterol
High-density lipoprotein cholesterol
HDL
HDL
Low-density lipoprotein cholesterol
LDL
LDL
Triglycerides
TG
TG
Trig
Creatine kinase
CK
CK
CPK
Creatinine kinase
Creatinine phosphokinase
Total CK
Serum lactate
Lactate
Lactate
Lactic acid
Serum lipase
Lipase
Lipase
Lactate dehydrogenase
LDH
Lactic dehydrogenase
LD
LDH
Total LDH
PCV

Crit
HCT
Packed cell volume
Hematocrit
PCV (%)
Red cell distribution width
RDW
RDW
Mean cell hemoglobin concentration
MCHC
Mean corpuscular hemoglobin
MCH
MCH
Bands
Bands
Stabs
Lymphocytes
%Ly
Lymph cells
Lymphs
Neutrophils
Polys
PMNS
Polymorphonuclear cells
Polys
Monocytes
Monos
Monos
Eosinophils
EOS
EOS
Basophils
Basos
Basos
CD8%
CD3 count
CD3
CD3
VDRL titre
Syphilis titre
HIV DNA polymerase chain reaction, qualitative
HIV PCR qual
HIV PCR qual
HIV qual
Treponema pallidum hemagglutination assay
TPHA
Syphilis test (TPHA)
TPHA
Treponema pallidum hemagglutination assay, qualitative
TPHA qual
Syphilis qualitative (TPHA)
TPHA qualitative
Chlamydia trachomatis polymerase chain reaction
CT PCR
Chlamydia PCR
Ct pcr
Chlamydia trachomatis polymerase chain reaction, qualitative
CT qual
Chlamydia PCR qual
CT PCR qual
Herpes simplex virus serology, quantitative
HSV SER quant
HSV quant
Neisseria gonorrhoeae polymerase chain reaction
GC PCR
GC PCR
Gonorrhea PCR
Herpes simplex virus threshhold percentage, quantitative
HSV CUTOFF %
HSV cutoff percentage
Neisseria gonorrhoeae polymerase chain reaction, qualitative
GC PCR qual
GC PCR  qual
Gonococcal PCR qual
Gonorrhea PCR qual
Trichomonas vaginalis polymerase chain reaction, qualitative
TV PCR qual
Trich PCR qual
Trichomonas PCR qual
TV PCR qual
HIV rapid test, qualitative
HIV rapid qual
HIV rapid test
HIV enzyme immunoassay, quantitative
HIV EIA quant
HIV EIA quant
HIV ELISA quant
Hiv enzyme immunoassay, qualitative
HIV EIA qual
HIV EIA qual
HIV ELISA qual
Trichomonas vaginalis polymerase chain reaction
TV PCR
Trich PCR
Trichomonas PCR
TV PCR
Herpes simplex virus polymerase chain reaction
Hsv pcr
Herpes PCR
Hsv pcr
HIV western blot bands
HIV WB bands
Herpes simplex virus polymerase chain reaction, qualitative
HSV PCR qual
Herpes PCR qual
HSV PCR qual
HIV western blot, qualitative
HIV WB qual
HIV WB qual
Serum sodium
NA
Sodium
Serum potassium
K
Potassium
Serum Chloride
CL
Chloride
Serum carbon dioxide
CO2
Serum CO2
Middle upper arm circumference (cm)
MUAC
Culture for tuberculosis, qualitative
Culture
Culture for mycobacterium
Sti other tests
Ppd, qualitative
Tuberculin skin test qualitative
Tuberculin test qualitative
Culture for tuberculosis, general
Culture for mycobacterium
PPD, quantitative
Tuberculin skin test quantitative
Tuberculin test quantitative
Drug sensitivity test for tuberculosis
DST
AFB sputum smear
Smear
Smear for acid fast bacilli
Smear microscopy
Sputum for acid fast bacilli
Sputum for AFB
Ziehl nielsen stain
ZN stain
Sputum for AAFB
Vaginal smear
Blood smear
ESR
Sed rate
VS
Rapid plasmin reagent
RPR
RPR
Urine analysis
Urinalysis
Normal weight
TSH
Thyroid stimulating hormone
Creatinine clearance
Bicarbonate
Urine sediment
HBsAg
B-HCG
Beta-HCG
Pregnancy test
Drug sensitivity test contaminated
DST contaminated
Culture and DST
Smear, culture, and DST
Smear and culture
Ultrasound, generic
Serum glutamic oxaloacetic/pyruvic transaminase
SGOT/SGPT
Serum amylase
Amy
Amylase
Uric acid
Ur
Urate
Serum calcium
Cal
Calcium
Serum phosphate
Pho
Phosphate
Serum magnesium
Mag
Granulocyte
Gr
Granulocyte percent
%gr
Pgranulocyte
HIV test
Tuberculosis sputum test
TB sputum test
Erythrocyte sedimentation rate
ESR
Biernacki reaction
Sedimentation rate
Smear
Smear
Culture

Drug sensitivity test
DST
Simple tuberculosis test type
Simple tuberculosis test result
Patient contact tuberculosis test result
Tuberculosis case classification
Lumbar puncture
Ultrasound type comment
Bilat edema
Mother cd4 count
Stool guaiac (occult blood test) result
Direct bilirubin
International normalized ratio
INR
Prothrombin time lab result
Deathcode
Patient id
Visit number
APT date
Systolic blood pressure
SBP
Systolic
TA
Diastolic blood pressure
DBP
DBP
Diastolic
Pulse
HR
Heart rate
HR
Temperature (c)
Temp (c)
Temp (c)
Temperature
Weight (kg)
WT
Weight
Height (cm)
HT
Pulsus Paradoxus
Pulsus
Blood oxygen saturation
SAO2
Febrile illness
Febrile illness time
Fetal hemoglobin
FHG
Poor WT gain time
Condoms
Family planning other spec
Karnofsky performance score
Skin
Skin comment
Lymph nodes
Lymph nodes comment
ENT
Head neck
Head neck comment
Chest
Heart
Abdomen
Urogenital
Urogenital comment
Extremities
Musculoskeletal
Neurologic
Psychiatric
Other physical exam
Other physical exam desc
Other physical exam comment
Initial visit
Time to return visit
Time to return visit other
Development
Development comment
Appropriate milestones
Head circumference
HC
HC
Visit type
Currently breastfed FU
Breastfed otherfood FU
Currently in school FU
Alcohol use comment
Development milestones
Lost development milestones
Patient ID
APT date
PCP
Toxoplasmosis
WH ostage
CR xnormal
CR xreading
Current OI therapy
OI eligibility
OI ineligible HIV status
OI newly eligible cd4
OI newly eligible WHO
OI newly eligible HIV exposed
OI newly eligible other
OI newly eligible other specify
OI previously eligible
OI previously eligible desc
OI prescribed
Reason OI NOT prescribed
Current ARV therapy
ARV eligibility
ARV ineligible HIV status
ARV newly eligible CD4
ARV newly eligible WHO
ARV previously eligible
ARV previously eligible desc
ARV prescribed
Reason ARV NOT prescribed
Perscomp
Provider
AZT recommendation
AZT start stop date
AZT discontinuation1 today
AZT discontinuation2 today
AZT SIG
Lamivudine recommendation
Lamivudine start stop date
Lamivudine discontinuation1 today
Lamivudine discontinuation2 today
Lamivudine sig
Stavudine recommendation
Stavudine start stop date
Stavudine discontinuation1 today
Stavudine discontinuation2 today
Stavudine sig
Didanosine recommendation
Didanosine start stop date
Didanosine discontinuation1 today
Didanosine discontinuation2 today
Didanosine sig
Abacavir recommendation
Abacavir start stop date
Abacavir discontinuation1 today
Abacavir discontinuation2 today
Abacavir sig
Nevirapine recommendation
Nevirapine start stop date
Nevirapine discontinuation1 today
Nevirapine discontinuation2 today
Nevirapine sig
Efavirenz recommendation
Efavirenz start stop date
Efavirenz discontinuation1 today
Efavirenz discontinuation2 today
Efavirenz sig
Nelfinavir recommendation
Nelfinavir start stop date
Nelfinavir discontinuation1 today
Nelfinavir discontinuation2 today
Nelfinavir sig
ARV comments
ARV other1 recommendation
ARV other1 start stop date
ARV other1 discontinuation1
ARV other1 discontinuation2
ARV other1 sig
ARV other2 specify
ARV other2 recommendation
ARV other2 start stop date
ARV other2 discontinuation1
ARV other2 discontinuation2
ARV other2 sig
Cotrimoxazole recommendation
Cotrimoxazole start stop date
Cotrimoxazole discontinuation1 today
Cotrimoxazole discontinuation2 today
Cotrimoxazole sig
Dapsone recommendation
Dapsone start stop date
Dapsone discontinuation1 today
Dapsone discontinuation2 today
Dapsone sig
Fluconazole recommendation
Fluconazole start stop date
Fluconazole discontinuation1 today
Fluconazole discontinuation2 today
Fluconazole sig
Isoniazid recommendation
Isoniazid start stop date
Isoniazid discontinuation1 today
Isoniazid discontinuation2 today
Isoniazid sig
Other1 specify
Other1 recommendation
Other1 start stop date
Other1 discontinuation1
Other1 discontinuation2
Other1 sig
Other2 specify
Other2 recommendation
Other2 start stop date
Other2 discontinuation1
Other2 discontinuation2
Other2 sig
OI comments
Order none
Order complete blood count
Order ast
Order creatinine
Order infant HIV
Tuberculin skin test
TB skin test
Order AFB
Order pregnancy test
Order radiology test
Order radiology test spec
Order other
Order other spec
No referral
Family planning services
Nutritional support
Social support services
Tuberculosis treatment or dot program
Adherence counseling
Mental health services
Psychosocial counseling
Other referral
Referral other spec
Referral immunization
Referral immunization spec
OI alteration
OI eligible
CD4 count
CD4
ARV eligible
ARV medicine change
TB further work up
Additional evaluation
Additional evaluation desc
OI alteration comment
Clinical officer
Consultant
Hospitalized since last visit
Hospitalization last visit number
Hospitalization last visit desc
Outside HC
Outside HC public DR
Outside HC pharmacist
Outside HC private DR
Outside HC traditional care
Outside HC other
Outside HC other desc
MTCT service none
MTCT service psychosocial
MTCT service mental health
MTCT service adherence
MTCT service social support
MTCT service nutritional
MTCT service other
MTCT service other desc
Mixed feeding
TB comment
Hepatic disease comment
Renal disease comment
Anemia comment
Mental illness comment
Other condition1
Other condition1 spec
Other condition1 comment
Other condition2
Other condition2 spec
Other condition2 comment
Sign symptom yes no
Difficulty breathing
Numbness
Sign symptom other1
Sign symptom other desc
Congenital abnormality
Rapid breathing time
Sescode
Ses
Patient ID
APT date
Divorced/separated
First child age
Last child age
Spouse dead
Discorded couple
Spouse aware HIV
HIV therapy
ARV for mother
Breastfeeding EX
Mixed feeding
Formula feeds
Other feeds
Restarted breast feed
MTCT patient type
Antepartum postpartum
Est delivery mo
Est delivery yr
Delivery mo
Delivery yr
Household member ENR
Relationhip to MTCT woman
Index woman MTCT
Children between5 and14
Individuals15 and over
Not married
Patient relation to MTCT woman
Child attended school
School years completed
Method of delivery other
Mother received ARV
Mother NVP antepartum
Mother NVP ante dose
Mother NVP ante TX weeks
Mother NVP intrapartum
Mother NVP postpartum
Mother NVP post dose
Mother NVP post TX weeks
Mother AZT antepartum
Mother AZT ante dose
Mother AZT ante TX weeks
Mother AZT intrapartum
Mother AZT post partum
Mother AZT post dose
Mother AZT post TX weeks
Mother3 TC antepartum
Mother3 TC ante dose
Mother3 TC ante TX weeks
Mother3 TC intrapartum
Mother3 TC postpartum
Mother3 TC post dose
Mother3 TC post TX weeks
Mother other desc
Mother other antepartum
Mother other ante dose
Mother other ante TX weeks
Mother other intrapartum
Mother other postpartum
Mother other post dose
Mother other post TX weeks
Child NVP dose
Child NVP TX weeks
Child AZT dose
Child AZT TX weeks
Child3 TC dose
Child3 TC TX weeks
Child other dose
Child other desc
Child other TX weeks
Patient ID
Apt date
Dictionary ID
Active
Other problems
Active ohter
Patient ID
APT date
Surgery
Patient ID
APT date
Symptom
Active
Severity
Patient ID
APT date
Visit number
Dictionary ID
Result
Clinic
KSH
Paid
Reason for NOT paying
Patient ID
APT date
INH prophylaxis
Hospitalization description
Zidovudine past
Zidovudine present
Zidovudinep MTCT
Zidovudine ARV
Zidovudine start continue
Zidovudine start date
Zidovudine discontinued
Zidovudine stop date
Zidovudine discontinuation1
Zidovudine discontinuation2
Zidovudine comment
Lamivudine past
Lamivudine present
Lamivudinep MTCT
Lamivudine ARV
Lamivudine start continue
Lamivudine start date
Lamivudine discontinued
Lamivudine stop date
Lamivudine discontinuation1
Lamivudine discontinuation2
Lamivudine comment
Stavudine past
Stavudine present
Stavudinep MTCT
Stavudine ARV
Stavudine start continue
Stavudine start date
Stavudine discontinued
Stavudine stop date
Stavudine discontinuation1
Stavudine discontinuation2
Stavudine comment
Didanosine past
Didanosine present
Didanosinep MTCT
Didanosine ARV
Didanosine start continue
Didanosine start date
Didanosine discontinued
Didanosine stop date
Didanosine discontinuation1
Didanosine discontinuation2
Didanosine comment
Abacavir past
Abacavir present
Abacavirp MTCT
Abacavir ARV
Abacavir start continue
Abacavir start date
Abacavir discontinued
Abacavir stop date
Abacavir discontinuation1
Abacavir discontinuation2
Abacavir comment
Nevirapine past
Nevirapine present
Nevirapinep MTCT
Nevirapine ARV
Nevirapine start continue
Nevirapine start date
Nevirapine discontinued
Nevirapine stop date
Nevirapine discontinuation1
Nevirapine discontinuation2
Nevirapine comment
Efavirenz past
Efavirenz present
Efavirenzp MTCT
Efavirenz ARV
Efavirenz start continue
Efavirenz start date
Efavirenz discontinued
Efavirenz stop date
Efavirenz discontinuation1
Efavirenz discontinuation2
Efavirenz comment
Nelfinavir past
Nelfinavir present
Nelfinavirp mtct
Nelfinavir ARV
Nelfinavir start continue
Nelfinavir start date
Nelfinavir discontinued
Nelfinavir stop date
Nelfinavir discontinuation1
Nelfinavir discontinuation2
Nelfinavir comment
Other spec
Other past
Other present
Otherp MTCT
Other ARV
Other start continue
Other start date
Other discontinued
Other stop date
Other discontinuation1
Other discontinuation2
Other comment
Unknown spec
Unknown past
Unknown present
Unknownp MTCT
Unknown start coninue
Unknown start date
Unknown discontinued
Unknown discontinuation1
Unknown discontinuation2
Unknown stop date
Unknown comment
AR VS comment
Current meds
Cotrimoxazole current
Cotrimoxazole comment
Dapsone current
Dapsone comment
Fluconazole current
Fluconazole comment
Isoniazid current
Isoniazid comment
Pyrazinamide comment
Rifampin current
Rifampin comment
Ethambutol current
Ethambutol comment
Streptomycin current
Streptomycin comment
Nystatin current
Nystatin comment
Antimalarial med comment
Herbal med comment
Mineral comment
Multivitamin current
Multivitamin comment
Other1 spec
Other1 current
Other1 comment
Other2 spec
Other2 current
Other2 comment
Past BCG
Past BCG doses
Past HBV
Past HBV doses
Past DPT
Past DPT doses
Past OPV
Past OPV doses
Past measles
Past measles doses
Past yellow fever doses
Past other
Past other desc
Past other doses
ARV start date
ARV comment
Pills taken last7 days
Missed ARV forgot
Missed ARV too ill
Missed ARV side effects
Missed ARV clinic ran out
Missed ARV lost med
Missed ARV disclosure issues
Missed ARV pt ran out
Missed ARV other
Missed ARV other desc
Missed ARV vomited
Missed ARV refused
Provided info mother
Provided info father
Provided info patient
Provided info sibling
Provided info other
Provided info other desc
Med HX comment
Patient ID
APT date
Other drugs
RX strength
RX freq
Sig
RX DC
DC date
RX DC TOX
Patient ID
APT date
Other problems
Active other
Patient ID
APT date
Visit number
Other tests
Result
Patient ID
MTRHID
Age
APT date
Adults peds
First name
Middle name
Last name
Birth weight
Birth day
Birth month
Birth year
Birth date
Mother first name
Father name
Sex
Tribe
MOD
Gestation at birth
Mosoriot catchment area
Death date
Cause of death
Lost to followup GT 3
Other tribe
Date
Death
PT pays for work up RX
SES
MRCT plus ID
Facility code
Site code
Mother(apostrophe)s ampathid
Village
Patient ID
APT date
Adult peds
Visit number
Chills
Tb current treatment type
ROS CP comment
Vomiting continuous
Diarrhea continuous
TB drugs
TB drugs continue
Induction
Continuation
Depression
ROS DEV comment
Current past DX various symptoms
OI eligible total PMTCT
Arv eligible total PMTCT
Feed breast feed
Feeding changed
CXR PI EFF
CXR nos
Current ARV
Current OI
Current TB TX
Admit mosoriot
Turbo
Burnt forest
INP ward
Immunizations on schedule
Anti TB adherence
OI adherence
Missed OI forgot
Missed OI too ill
Missed OI side effects
Missed OI clinic ran out
Missed OI lost med
Missed OI disclosure
Missed OI PT ran out
Missed OI other
Missed OI other desc
Missed OI vomited
Missed OI refused
Missed TB forgot
Missed TB to ill
Missed TB side effects
Missed TB clinic ran out
Missed TB lost med
Missed TB disclosure
Missed TB PT ran out
Missed TB other
Missed TB other desc
Missed TB vomited
Missed TB refused
ARV meds missed
OI meds missed
TB meds missed
Past HIB
Past HIB doses
NVP prior to delivery
Return visit type
Scheduled in country
Initial goal post cardiac surgery INR
3.0 - 3.5
HbA1c
Glycated hemoglobin
Creatinine
Urine protein
Abdominal ultrasound
ABDO US
Biochemistry
Blood culture
Malaria film
Blood film
Blood lactate
Bronchoscopy
Cardiac ultrasound
CSF for lab analysis
CSF lab
Lympth node biopsy
Electrocardiogram
ECG
Gastro-intestinal endoscopy
Endoscopy
Other biopsy samples
Microbiology
Ophthalmoscopy
Respiratory function tests
Sample
Serology
T3/T4
Urea, creatinine and electrolytes
U&E
Urine dipstick

Any other diagnostic test or procedure
Any other blood test
Blood test nos
Pleural fluid lab analysis
Ascitic fluid for lab analysis
Pericardial fluid for lab analysis
Any other tests on body samples
Left eye visual acuity
Right eye visual acuity
Left eye fundoscopy
Right eye fundoscopy
End stage eye disease
Hypertensive retinopathy
Left foot/leg
Right foot/leg
Both feet/legs
Pulses present
General condition
Amputation
Dorsalis pedis
Posterior tibial
Suspected neuropathy
Year raised creatinine first noted

Direct antiglobulin test
Direct coombs
DAT
Indirect coombs
Indirect antiglobulin test
IAT
Rheumatoid factor
Sickling test
AAFB(1st)
First sputum for AAFB
AAFB(2nd)
Second sputum for AAFB
AAFB(3rd)
Third sputum for AAFB
Urea and electrolytes
Cryptococcal antingen
Blood group and cross match
Hepatitis test
Urine culture and sensitivity
Full aspirate analysis
Diabetes medication
Diabetes medicines
Right hand/arm
Left hand/arm
Current foot ulceration
General
Diabetic retinopathy
Gram stain
Growth
Appearance
India ink
WBC/MM3
RBC/MM3
Neutphils
Protein
Diagnostic real time results
Molecular
5 plus
5+
+++++
Lymphocyte count
Acute abdominal pain
Acute arthritis
Cryptococcal meningitis proven by indian ink, culture or crag
Haematoma
Nutritional peripheral neuropathy
Sepsis with other bacteraemia isolated
Pyogenic meningitis with s pneumoniae proven by gram stain or culture
Pyogenic meningitis with other organism
Presumed sepsis on clinical grounds only
Confirmatory HIV test type
Confirmatory HIV test location
Confirmatory HIV test date
ABACAVIR LAMIVUDINE LOPINAVIR AND RITONAVIR
ABC/3TC+LPV/r
AZT/3TC+EFV
ZIDOVUDINE LAMIVUDINE EFAVIRENZ
TDF/3TC+LPV/r
TENOFAVIR LAMIVUDINE LOPINAVIR AND RITONAVIR
Culture-1
Culture(1st)
Culture-2
Culture(2nd)
to be used for Neno #1
to be used for Neno #2
to be used for Neno #3
to be used for Neno #4
to be used for Neno #5
to be used for Neno #6
to be used for Neno #7
to be used for Neno #8
to be used for Neno #9
to be used for Neno #10
to be used for Neno #11
to be used for Neno #12
to be used for Neno #13
to be used for Neno #14
to be used for Neno #15
to be used for Neno #16
to be used for Neno #17
Haemoglobin
Ribs
Rib
Private practitioner
Sputum collection point
Community volunteer
Bad
Size
Investigation type
Limb type
Examination number
Exam num
OPD Medication
Breast
Musculoskeletal
Echocardiography-Adult
Trans-vaginal
Trans-rectal
Prostate
Cranium
Facial bones
Chest
Finger
Sternum
Thoracic
Lumbar
Coccyx
Swallow
Meal
Enema
Cystography
Cysto-Urethrogram
Brain
Upper extremity
Lower extremity
Contrast Study Sinogram
Contrast Study Sialogram
Contrast Study Bronchogram
Paying
Payment amount
Part
Wasted film
Cardiac
Lungs
Highest level of education for guardian
Forceps delivery
Grimance
Invoice amount
Vulva
Tubal Ectopic Pregnancy
Cervical
CD4 count modifier
CD4 count available
Liver functional tests
Renal functional tests
Lipid profile
Minerals
Enzymes
Hormones
ALP
Alkaline phosphatase
AST
aspartate aminotransferase
Bilirubin Total 
Bilirubin Direct
GGT 
Gamma glutamyl transpeptidase
Total Protein
Phosphorus
ACP
Acyl carrier protein
T3 
triiodothyronine
T4
thyroxine
FSH
follicle stimulating hormone
MPV
Mean platelet volume
Cell count
CSF analysis
Urine chemistries
Sensitivity
DNA HIV test
Influenza virus
Civil Registration
CR
Pulse Minute Five
APGAR Minute One
APGAR Minute Five
CD4 count <= 750
Patient lives or works near?
patient has been exposed to pollution?
patient mode of cooking
Active Seizure
Patient in active seizure
Time of seizure
Date of seizure
Year of first seizure
Age of first seizure
Cause of seizure
How often seizure occurs
Seizure remission
Seizure medicine taken before
Complications during patient's birth
Menstrual history
what patient experienced during seizure
what patient experienced before seizure
was witness available before seizure?
witness saw before seizure
was witness available during seizure?
witness saw during seizure
was witness available after seizure?
witness saw after seizure
Number of seizure including current
Seizure frequency since last visit
Type of epilepsy
Tonic Clonic
Absence
Myclonic
Chlonic
Atomic
Partial epilepsy
Febrile Seizure
Sychogenic
Chest deformaties at birth
Physical Exercises
More than 30 minutes of physical exercise at least 5 days a week
Kidney Failure
Asthma Medication
Epilepsy Medication
Confirm diagnosis of epilepsy
Focal seizure
Psychogenic
hyperactivity
Visual Blindness
Blind
Mandible
Sinuses
Orbits
Mastoids air cells
Pituitary fossa 
Optic foramen
Auditory meatuses
Zygomatic arcs 
Nose
Left Calceneus
Right Calceneus
Acute (supine, erect Abdomen and chest)
KUB (Kidneys, ureters and bladder-supine)
Imperforated anus
Lumbo-Sacral
Pelvis  and  Left Hip joint
Pelvis  and  Right Hip joint
Meal follow-through
Retrograde urography
Micturating Cysto-urethrography
Ascending cysto-urethrography
Trauma Head
Temporal Bone
Chest routine
HRCT
Polytrauma
Aorta
Carotid
Peripheral
Cerebral,CT
CT guided procedure
Abdomen, MR
Urinary bladder
Scrotum
Penis
Routine abdomen
Foetal
Uterine artery doppler
FNA
Fine needle aspiration
Abscess drainage
DT
Diagnostic tapping
CP
Catheter procedures
Abdomen, CT
Urine Protein Test Date
Urine Date
Clinic Day
Preferred Clinic Day
Gold Antibody Testing Time frame
Waiting for consultation
Waiting
Session Complete
Consent Confirmation
Counseling
Unallocated
In htc session
HTC Program
Breech Position
Breech
Services other
Other services
Other services
Routine, medical examination
Clean and dressing
Wound dressing
Caesarean section
C-section
Sterilization
Purgative
Cleansing
Chest xray
Cupping
Stamping
Clinical
Biopsy
Hysterectomy
Hysterectomy
Exam under anaesthesia
Exploratory laparatomy +/- adnexectomy
Dilation and curettage
Drainage of abscess
Fistula repair
Myomectomy
Diagnostic laparascopy
Hysterescopy
Cystoscopy
Vulvectomy
Contraceptive implant
Implant
Ascitic Tap
Catheter Insertion
Chest Drain Insertion
Fine Needle Aspirate
Incision and Drainage
Joint Aspiration
Lumber Puncture
Manipulation Under Anaesthesia
Nebulization
Pericardial Tap
POP Application
POP Removal
Pleural Tap
Specific procedure done
Suturing of perineum
Episiotomy
Intrauterine device (IUD)
Peritonitis
Tubal ovarian mass
Incision and drainage ( I&D)
Batholins
Polyp
Cystectomy
Ceclage
Bilateral tubal ligation
Tubal ovarian mass
Pelvis absess
Abcess
Vulva
Anal
Excision
Vagina
Lipoma
Incompetent cervix
Fibroid
Multiple fibroids
Nectronic uterus
Hyperspleenism
Evacuation/Manual Vacuum Aspiration
Incision and drainage 
I&D
Malsupilisation
Pelvic abscess
Missed Abortion
Waist circumference
Cephalopelvic Disproportion
CPD
Colposcopy
Polypectomy
Decapitation
Abdominal Washout
Vaginal Reconstruction
Gaped episiotomy repair
Macdonald suture
Secondary suturing
Coterization
Ofrectomy
Musculisation
Reopening
Brow Presentation
Cervical Distocia
BCG
Pills
Diptheria tetanus booster
TD booster
DPT vaccination
DPT vaccination No.2
DPT vaccination No.3
DPT vaccination No.2
DPT vaccination No.3
Hepatitis A vaccination
Hepa
Hep A
Hepatitis B vaccination
Hepatitis B vax No.2
Hepatitis B vax No.3
Measles vaccination
Oral polio vaccination
Oral polio vax No.2
Oral polio vax No.3
Tetanus booster
Tetanus toxoid
TT1
TT2
Sulfadoxine and Pyrimethamine
Fansidar
SP
Aspirin
ASA
Paracetamol
Acetominophen
Calpol
Panadol
Paracetamol syrup
Penicillin V (oral) tabs
Trimethoprim
Dapsone
Cotrimoxazole
Betadine
Doxycycline
Mefloquine
Lariam
Proguanil
Chloroquine
Furosemide
Lasix
Gentamicin
Gentamycin
Condoms
Depo provera
ASA
Lariam
Brufen
Tinidazole
Fasigin
Fasigyn
Flagyl
Metronidazole
Flagyl
Flagyl injection
Flagyl syrup
Phenobarbital
Phenobarbitone
Ventolin
Salbutamol tabs
Amodiaquin
Amodiaquin syrup
Camoquin
Piriton
Quinine
Quinine injection
Quinine syrup
Mebendazole
Vermox
Vermox
Piperazine
Diazepam
Injection valium
Valium
Valium injection
Largactil
Artane
Nifedipine
Adalat
Adalat tablets
Procardia
Methyldopa
Aldomet
Aldomet
Inderal
Propranolol
Inderal
Propanolol
Lasix
Ferrous sulfate
Ferrous sulphate
Ferrum B syrup
Folic acid
Folacin
Folate
Folate
Diabenese
Chlorpropramide
Diabenese
Septrin
Indocid
Indomethacin
Indocin
Amoxyl
Amoxicillin
Amoxil
Amoxyl
Amoxyl syrup
Amoxycillin
Chloramphenicol
Chloramphenicol drops
Chloramphenicol injection
Augmentin syrup
Nalidixic acid
Neggram
Ampicillin
Ampicillin injection
Tetracycline
Eye ointment, tetracycline
TEO
Tetracycline eye ointment
Lincomycin
Erythromycin
Erythromycin syrup
Ilosone
Ilotycin
Phenytoin
Dilantin
Diphenylhydantoin
Dilantin
Tetracycline eye ointment
Chloramphenicol drops
Buscopan
Insulin lente
Insulin, lente
Insulin lente
Lente insulin
Soluble insulin
Regular insulin
Insulin, soluble
Regular insulin
Soluble insulin
Hydrocortisone ointment
Hydrocortisone ointment
Whitfield ointment
Clotrimazole pessaries
Daktarin
Nystatin drops
Quinine injection
Chloramphenicol injection
Hydrocortisone
Hydrocortisone cream
Hydrocortisone eye drops
Hydrocortisone ointment
Crystapen injection
Penicillin injection
Ampicillin injection
Ampicillin and cloxacillin
Ampiclox
Ampiclox drops
Ampiclox suspension
Tegretol
Hydrogen peroxide
Magnesium trisilicate
Amodiaquin syrup
Benyline syrup
Deep heat
Elyvate cream
Ferrum b syrup
Grabacin powder
Candid B cream
Candid mouth paint
Gentian violet
Celestamine
Cloxacillin syrup
Cloxacillin tabs
